date,AAPL,ABBV,AMZN,BAC,BRK-B,CVX,GOOG,GOOGL,HD,JNJ,JPM,KO,LLY,MA,META,MRK,MSFT,NVDA,PEP,PFE,PG,TSLA,UNH,V,XOM
2020-12-23,129.62,94.86,159.26,28.98,224.24,79.2,86.62,86.41,259.36,145.34,118.27,50.33,161.26,325.71,268.11,71.62,217.76,129.89,137.51,35.2,129.77,215.33,329.71,202.97,38.15
2020-12-24,130.62,94.84,158.63,28.89,226.53,78.87,86.94,86.71,260.43,145.85,117.75,50.67,162.41,332.41,267.4,71.97,219.46,129.74,138.13,35.04,131.09,220.59,332.84,206.33,38.0
2020-12-28,135.29,95.01,164.2,29.06,228.41,78.47,88.8,88.7,258.82,146.54,118.53,51.36,162.25,340.79,277.0,72.24,221.64,128.8,139.89,34.61,132.0,221.23,337.88,210.21,38.13
2020-12-29,133.49,96.16,166.1,28.94,229.57,78.2,87.94,87.89,255.88,147.45,118.22,51.33,162.33,342.96,276.78,73.11,220.84,129.23,140.37,34.83,131.75,222.0,339.25,211.93,37.7
2020-12-30,132.35,96.68,164.29,28.91,229.65,78.87,86.98,86.81,254.99,149.27,118.55,51.62,162.75,351.75,271.87,72.37,218.41,131.25,140.27,34.54,131.13,231.59,336.94,215.88,38.0
2020-12-31,131.33,98.41,162.85,29.23,231.87,78.05,87.59,87.63,255.33,150.55,120.16,52.0,164.53,353.13,273.16,73.46,219.14,130.35,141.21,34.6,132.44,235.22,342.5,216.24,37.65
2021-01-04,128.09,96.81,159.33,28.96,228.45,78.29,86.41,86.31,253.7,149.7,119.03,50.03,161.28,347.74,268.94,72.7,214.48,130.93,137.37,34.6,131.18,243.26,341.35,215.29,37.91
2021-01-05,129.67,97.81,160.93,29.18,227.47,80.41,87.05,87.0,255.75,151.46,119.68,49.48,162.08,343.71,270.97,72.83,214.69,133.84,137.78,34.96,132.02,245.04,336.75,212.07,39.73
2021-01-06,125.31,96.97,156.92,31.01,230.27,83.0,86.76,86.14,257.21,152.89,125.3,47.91,160.13,343.84,263.31,73.98,209.12,125.95,136.1,34.66,133.41,251.99,350.89,210.2,40.75
2021-01-07,129.58,98.01,158.11,31.69,232.88,83.39,89.36,88.72,255.95,153.41,129.41,47.37,161.6,346.56,268.74,75.45,215.07,133.23,135.66,34.84,132.16,272.01,356.51,211.38,41.07
2021-01-08,130.7,98.52,159.13,31.37,234.03,84.18,90.36,89.89,258.67,153.09,129.55,48.44,162.17,350.52,267.57,74.56,216.38,132.56,137.29,34.9,132.11,293.34,354.91,213.0,41.52
2021-01-11,127.66,100.13,155.71,31.89,233.43,84.66,88.34,87.81,260.73,152.45,131.49,47.6,181.2,344.92,256.84,76.33,214.28,136.0,135.3,35.51,131.21,270.4,352.33,210.47,42.78
2021-01-12,127.48,100.83,156.04,32.46,233.03,86.27,87.33,86.87,265.63,151.26,133.55,47.52,174.24,339.69,251.09,74.61,211.76,134.64,134.67,34.95,130.45,283.15,349.03,206.49,43.73
2021-01-13,129.55,103.28,158.29,32.27,234.51,86.19,87.72,87.36,263.44,151.03,133.68,47.56,180.77,343.07,251.64,73.94,213.15,135.11,135.77,34.65,130.65,284.8,346.76,206.97,44.23
2021-01-14,127.59,103.73,156.37,32.78,235.02,88.26,87.01,86.55,257.95,153.67,134.46,46.68,181.93,323.85,245.64,73.79,209.88,131.8,134.98,34.55,129.26,281.67,342.35,199.57,45.95
2021-01-15,125.84,102.69,155.21,31.83,233.49,85.11,86.81,86.38,264.92,153.34,132.05,46.18,185.91,320.21,251.36,74.87,209.51,128.4,134.63,34.5,128.29,275.39,343.1,199.3,43.74
2021-01-19,126.52,104.24,156.04,31.6,234.55,87.35,89.54,89.22,262.61,155.71,131.48,46.0,193.42,322.87,261.1,74.7,213.25,130.05,135.27,34.53,127.17,281.52,343.97,199.37,44.61
2021-01-20,130.68,104.65,163.17,31.19,234.76,88.16,94.35,94.0,263.68,155.33,129.51,46.16,196.13,331.75,267.48,74.05,221.03,133.45,134.57,34.31,125.58,283.48,342.65,203.67,45.24
2021-01-21,135.47,103.38,165.35,30.64,234.16,85.04,94.56,94.21,268.24,154.71,128.42,46.42,197.19,331.29,272.87,72.9,221.65,138.46,132.94,34.29,125.45,281.66,346.72,202.81,43.94
2021-01-22,137.65,103.01,164.61,30.43,232.92,84.78,95.05,94.63,273.0,156.45,127.43,45.98,200.88,325.89,274.5,72.72,222.62,136.91,131.97,34.36,124.48,282.21,339.44,199.72,43.32
2021-01-25,141.46,102.68,164.7,30.05,233.01,84.01,94.97,94.71,274.04,158.77,125.84,46.26,206.93,326.09,278.01,72.87,226.14,136.32,133.48,35.05,126.63,293.6,339.69,198.7,42.84
2021-01-26,141.7,101.1,166.31,29.84,231.57,82.59,95.86,95.4,271.66,163.08,125.33,46.74,207.3,324.61,282.05,72.06,228.9,134.14,135.02,35.07,127.44,294.36,335.1,199.71,41.9
2021-01-27,140.61,95.51,161.63,28.77,227.36,81.52,91.54,90.95,263.44,160.59,121.78,46.02,202.28,312.52,272.14,69.21,229.46,128.98,131.44,34.07,122.93,288.05,325.22,192.75,41.42
2021-01-28,135.69,96.83,161.88,29.24,230.95,82.28,93.16,92.66,267.28,161.82,123.93,46.61,204.76,321.22,265.0,69.97,235.41,130.31,132.54,34.08,124.83,278.48,330.26,195.97,42.07
2021-01-29,130.61,95.22,160.31,28.59,227.87,78.75,91.79,91.37,260.33,156.05,122.55,45.66,202.67,313.31,258.33,69.21,228.54,129.7,130.04,34.12,122.77,264.51,325.8,191.05,40.96
2021-02-01,132.77,95.06,167.14,28.89,229.32,79.86,95.07,94.65,259.61,155.65,123.46,45.97,197.96,318.53,262.01,69.47,236.12,132.16,130.43,34.02,123.5,279.94,326.21,196.11,41.03
2021-02-02,133.61,96.14,169.0,29.93,232.24,80.47,96.38,95.96,261.62,154.25,127.26,46.43,192.52,331.22,267.08,69.84,235.98,135.36,131.77,33.25,123.33,290.93,330.82,200.31,41.68
2021-02-03,132.57,99.38,165.63,30.46,232.68,82.22,103.5,102.94,263.55,153.53,128.72,46.25,191.94,329.68,266.65,69.43,239.42,135.1,131.42,33.11,123.48,284.9,330.01,199.07,43.31
2021-02-04,135.99,100.84,166.55,31.34,235.77,82.26,103.12,102.68,268.02,154.96,131.68,46.47,196.48,337.62,266.49,68.27,238.44,136.43,133.0,33.16,123.56,283.33,321.64,206.87,44.15
2021-02-05,135.56,101.03,167.61,31.22,235.16,82.5,104.9,104.44,268.06,157.31,131.42,47.08,196.62,335.56,268.1,68.07,238.63,135.7,134.22,33.18,124.07,284.08,316.94,206.4,45.63
2021-02-08,135.71,99.27,166.15,31.91,237.42,84.55,104.65,104.23,269.19,157.76,133.48,47.34,200.52,333.85,266.58,67.39,238.89,144.16,133.69,33.09,123.69,287.81,316.77,204.54,47.59
2021-02-09,134.82,97.94,165.25,31.78,239.91,84.07,104.18,103.77,266.05,159.05,132.95,47.13,196.57,330.3,269.45,67.39,240.17,142.41,132.93,33.23,123.21,283.15,321.94,204.17,47.03
2021-02-10,134.21,96.68,164.33,31.81,239.92,85.51,104.77,104.32,267.9,159.57,133.02,47.03,199.18,331.06,271.87,67.25,239.24,147.41,131.12,33.01,122.78,268.27,325.62,204.09,47.49
2021-02-11,133.95,96.4,163.11,31.71,239.76,85.05,104.79,104.44,266.33,158.85,132.65,47.7,198.24,339.64,270.39,67.12,240.88,152.27,128.52,32.72,122.89,270.55,325.3,208.59,46.3
2021-02-12,134.19,97.04,163.89,32.18,242.46,85.54,105.21,104.75,266.76,159.35,134.54,48.07,202.85,337.79,270.5,67.35,241.38,149.38,127.47,32.99,122.21,272.04,320.58,207.9,46.93
2021-02-16,132.03,96.82,163.45,33.05,245.28,87.29,106.1,105.54,264.73,157.9,137.77,47.67,201.35,337.99,273.97,66.68,240.11,153.06,127.96,32.97,122.49,265.41,317.05,205.86,48.34
2021-02-17,129.7,98.76,165.43,33.18,245.25,89.91,106.42,105.93,270.04,158.47,138.2,47.54,202.04,334.15,273.57,67.83,241.15,148.83,128.03,33.16,123.01,266.05,319.23,205.47,49.09
2021-02-18,128.58,98.55,166.41,32.97,243.5,89.05,105.86,105.29,272.09,158.54,138.67,48.14,196.81,335.27,269.39,67.72,240.75,148.06,128.9,32.84,124.03,262.46,320.75,207.29,48.32
2021-02-19,128.73,97.57,162.49,33.31,241.85,89.8,105.06,104.44,268.81,155.9,140.98,47.52,196.61,330.03,261.56,66.73,237.96,149.03,126.18,32.73,121.73,260.43,317.01,202.72,48.65
2021-02-22,124.9,99.48,159.04,33.9,244.97,92.22,103.24,102.71,265.17,155.81,142.31,48.01,196.38,337.45,260.33,67.29,231.58,143.33,125.68,32.56,121.21,238.17,320.0,206.27,50.44
2021-02-23,124.76,98.74,159.73,34.26,245.53,93.38,103.54,103.01,256.89,154.43,143.45,47.92,198.14,347.12,265.86,66.94,230.36,141.2,126.43,32.22,122.11,232.95,321.82,210.03,51.14
2021-02-24,124.25,100.99,157.98,35.08,248.45,96.83,104.76,104.19,249.9,156.5,145.97,48.09,200.14,363.86,264.31,66.96,231.62,144.77,125.78,32.07,122.24,247.34,324.46,217.27,52.67
2021-02-25,119.93,99.73,152.86,34.65,243.69,95.93,101.57,100.8,245.37,156.66,143.99,47.57,199.45,351.23,254.69,67.01,226.13,132.87,123.79,32.14,121.21,227.41,321.2,211.65,51.8
2021-02-26,120.2,100.11,154.65,33.47,240.51,93.73,101.84,101.1,248.34,152.53,140.17,46.46,200.5,350.52,257.62,65.21,229.48,136.93,123.01,31.83,118.29,225.17,324.47,210.3,50.51
2021-03-01,126.67,100.73,157.31,34.52,249.21,95.65,104.08,103.48,251.49,153.35,143.35,47.32,202.05,359.48,264.91,65.0,233.98,138.2,124.38,32.02,119.02,239.48,326.84,214.5,52.39
2021-03-02,124.03,100.21,154.73,34.26,249.22,96.02,103.79,103.22,250.21,153.06,142.88,47.51,199.77,359.4,259.0,65.42,230.95,133.85,124.8,31.84,118.64,228.81,326.83,213.65,52.09
2021-03-03,120.99,99.15,150.25,35.12,251.55,97.1,101.34,100.57,247.39,150.37,145.64,47.39,197.67,356.86,255.41,65.82,224.72,127.85,122.97,32.68,117.94,217.73,325.1,212.74,52.5
2021-03-04,119.08,98.17,148.88,35.38,245.48,97.95,102.45,101.7,241.21,147.34,143.4,47.36,196.24,346.21,257.64,64.81,223.9,123.51,123.65,32.5,116.97,207.15,326.02,209.42,54.54
2021-03-05,120.36,99.14,150.02,35.79,253.15,102.17,105.43,104.85,243.7,150.25,143.74,48.16,202.49,357.48,264.28,65.67,228.71,124.42,127.68,32.68,120.64,199.32,339.0,213.29,56.6
2021-03-08,115.34,98.6,147.6,35.99,257.61,102.87,101.21,100.38,249.0,151.5,145.64,48.97,202.59,367.83,255.31,66.6,224.55,115.75,126.82,32.64,121.91,187.67,342.0,218.11,56.54
2021-03-09,120.03,99.23,153.14,35.2,259.02,102.64,102.64,102.02,254.7,151.79,144.61,48.23,201.69,372.97,265.74,66.58,230.86,125.05,126.93,32.74,120.83,224.53,343.77,218.19,55.67
2021-03-10,118.93,100.35,152.88,36.22,263.99,104.39,102.75,101.81,257.53,153.19,147.76,48.78,201.05,378.1,264.9,67.13,229.52,124.53,128.21,33.19,121.94,222.69,341.44,220.98,57.38
2021-03-11,120.89,100.23,155.68,36.09,260.91,104.22,105.74,105.03,260.06,153.18,146.98,48.25,200.81,380.76,273.88,67.02,234.17,129.78,127.86,32.98,121.53,233.2,344.86,223.93,56.95
2021-03-12,119.97,100.56,154.47,36.77,260.02,104.57,103.1,102.5,264.17,153.62,148.73,48.15,203.62,379.1,268.4,67.58,232.81,128.4,127.69,33.2,122.7,231.24,348.95,222.16,57.57
2021-03-15,122.91,102.45,154.08,36.59,254.61,103.34,103.32,102.72,269.43,154.41,147.98,48.79,185.11,378.16,273.75,69.06,231.88,131.75,127.68,33.65,123.11,235.98,346.85,221.08,56.1
2021-03-16,124.47,102.99,154.59,36.48,251.5,100.89,104.63,104.19,272.86,155.33,146.21,48.97,186.81,378.78,279.28,69.58,234.74,132.75,128.62,34.05,123.47,225.63,347.56,222.49,54.91
2021-03-17,123.67,97.6,156.79,36.78,252.0,101.26,104.55,104.11,270.87,154.75,147.72,48.99,182.73,375.11,284.01,70.02,234.08,133.25,128.25,34.01,122.97,233.94,345.18,220.83,55.15
2021-03-18,119.48,96.42,151.4,37.74,252.46,97.59,101.81,101.07,273.9,154.46,150.16,48.35,179.99,363.54,278.62,70.0,227.84,127.07,127.2,33.99,123.24,217.72,354.86,218.49,52.77
2021-03-19,118.94,96.1,153.75,37.34,250.99,96.9,102.16,101.35,279.65,154.05,147.77,48.58,180.34,353.15,290.11,70.22,227.48,128.3,129.09,33.76,122.58,218.29,358.32,204.87,52.48
2021-03-22,122.31,98.4,155.54,36.5,250.36,96.11,101.93,101.53,279.49,154.49,143.79,48.76,181.86,355.02,293.54,70.22,233.04,131.7,132.26,34.21,124.66,223.33,359.57,205.96,51.94
2021-03-23,121.47,97.42,156.88,35.76,248.31,95.58,102.65,102.07,280.5,154.34,142.36,49.14,179.74,351.92,290.63,69.09,234.61,130.55,133.85,33.6,126.97,220.72,361.18,206.1,51.3
2021-03-24,119.04,95.76,154.35,35.76,249.63,98.14,102.25,101.63,283.18,155.85,143.46,49.26,176.31,356.26,282.14,69.06,232.52,126.28,133.23,33.84,126.94,210.09,363.24,206.03,52.34
2021-03-25,119.54,96.52,152.31,36.5,250.75,98.48,102.22,101.62,287.46,155.9,145.3,49.74,179.17,354.98,278.74,68.91,229.44,125.2,134.02,33.9,127.82,213.46,363.72,205.93,52.19
2021-03-26,120.15,98.48,152.6,37.49,256.77,100.74,101.78,101.24,293.88,158.75,147.72,50.71,181.34,362.69,283.02,70.11,233.53,128.24,136.96,34.45,129.7,206.24,369.0,211.43,53.61
2021-03-29,120.33,99.17,153.79,37.13,258.82,100.22,102.8,102.29,292.32,159.82,145.42,51.49,182.35,359.49,290.82,70.93,232.3,129.33,138.99,34.8,131.73,203.76,371.53,212.4,53.32
2021-03-30,118.85,99.23,152.76,37.79,258.19,99.29,102.78,102.32,294.85,158.83,147.14,50.82,181.52,354.82,288.0,69.72,228.96,128.56,136.81,34.32,129.7,211.87,366.14,209.82,52.66
2021-03-31,121.08,100.56,154.7,37.5,255.47,98.22,103.43,103.13,295.27,158.19,144.99,50.4,182.82,352.69,294.53,69.83,232.83,133.32,135.76,34.43,129.68,222.64,364.68,209.65,51.86
2021-04-01,121.92,100.84,158.05,38.27,258.2,99.12,106.89,106.49,297.69,156.73,146.4,50.21,181.27,359.88,298.66,69.83,239.33,137.95,135.6,34.5,128.58,220.58,359.78,214.73,53.31
2021-04-05,124.8,98.62,161.34,38.57,262.66,97.96,111.28,110.95,305.09,157.31,147.18,50.49,180.93,364.85,308.91,69.75,245.96,139.71,137.41,34.48,130.66,230.35,362.83,216.89,52.48
2021-04-06,125.11,97.92,161.19,38.47,263.06,97.09,111.24,110.46,303.52,157.27,146.14,50.86,178.88,366.09,306.26,68.66,244.77,138.45,137.89,34.26,130.71,230.54,357.13,216.5,52.34
2021-04-07,126.78,97.76,163.97,38.82,263.62,97.66,112.48,111.95,302.25,157.48,148.43,50.94,178.41,367.58,313.09,68.96,246.78,141.26,137.65,34.12,130.94,223.66,358.38,217.12,52.57
2021-04-08,129.22,98.59,164.96,38.48,263.51,96.56,113.27,112.52,304.15,156.87,148.62,50.79,178.7,374.62,313.02,68.39,250.09,143.0,136.81,34.17,131.44,227.93,357.64,218.53,52.02
2021-04-09,131.84,99.92,168.61,38.76,266.01,96.47,114.29,113.53,308.79,155.21,149.73,50.85,180.54,376.95,312.46,69.13,252.66,143.83,136.84,34.78,130.58,225.67,368.83,220.33,51.9
2021-04-12,130.09,100.58,168.97,38.83,267.93,95.4,112.74,112.23,310.3,155.59,149.41,51.01,177.92,376.71,311.54,69.05,252.72,151.91,137.27,35.13,131.11,233.99,368.81,219.29,51.56
2021-04-13,133.25,100.56,170.0,38.11,267.1,95.83,113.36,112.72,309.92,153.51,147.63,50.76,178.62,375.01,309.76,69.24,255.26,156.61,137.3,35.31,129.38,254.11,367.06,218.85,51.75
2021-04-14,130.88,99.6,166.65,38.65,267.53,97.73,112.74,112.1,309.56,153.93,144.87,50.75,179.08,375.2,302.82,69.21,252.4,152.59,136.4,35.32,129.85,244.08,368.17,219.8,53.25
2021-04-15,133.32,100.53,168.95,37.55,269.14,96.94,114.83,114.26,312.19,154.38,145.79,50.99,181.94,383.3,307.82,69.45,256.26,161.18,136.59,35.73,131.42,246.28,382.26,224.06,52.93
2021-04-16,132.99,101.49,169.97,37.94,272.11,96.51,114.89,114.14,317.35,156.16,146.87,51.33,185.19,382.98,306.18,70.18,257.49,158.93,138.36,36.65,131.43,246.59,383.24,224.18,52.63
2021-04-19,133.66,102.15,168.6,37.96,270.28,96.79,115.12,114.49,316.16,156.6,146.25,51.63,185.58,379.01,302.24,70.35,255.51,153.43,138.93,36.99,130.81,238.21,382.1,223.57,52.47
2021-04-20,131.95,102.54,166.73,36.91,267.89,94.98,114.68,113.95,313.37,160.24,143.01,51.79,186.53,373.52,302.65,71.18,255.04,151.53,139.85,37.09,131.91,239.66,388.65,221.09,51.36
2021-04-21,132.33,104.21,168.1,37.53,272.21,96.29,114.66,113.92,315.29,160.35,144.23,52.22,186.86,379.94,301.47,71.77,257.33,153.42,141.07,37.57,131.04,248.04,390.89,225.21,52.02
2021-04-22,130.79,103.5,165.45,37.18,269.51,94.62,113.4,112.63,310.95,158.99,141.19,52.05,183.04,380.2,296.52,70.62,253.96,148.32,140.2,36.72,129.74,239.9,388.66,225.33,51.34
2021-04-23,133.15,104.75,167.04,37.97,271.98,95.18,115.76,115.0,313.3,159.32,143.89,52.08,184.68,383.87,301.13,70.55,257.89,152.47,139.97,36.74,129.08,243.13,392.36,227.74,51.62
2021-04-26,133.54,104.76,170.45,38.2,270.86,95.16,116.34,115.5,309.53,157.97,144.25,51.31,183.21,384.27,303.04,70.23,258.29,154.59,137.6,36.76,126.5,246.07,388.0,228.08,51.72
2021-04-27,133.21,104.81,170.87,38.65,273.65,96.26,115.36,114.55,310.11,157.07,144.91,51.23,178.31,385.86,303.57,70.08,258.7,153.63,137.15,36.54,126.42,234.91,386.66,227.65,52.4
2021-04-28,132.41,105.27,172.93,38.8,272.95,98.62,119.0,117.95,309.26,155.91,145.85,51.24,176.68,392.39,307.1,69.83,251.38,152.58,136.13,36.88,126.63,231.47,386.75,231.16,53.98
2021-04-29,132.31,104.29,173.57,39.84,277.6,100.2,121.49,119.64,314.7,158.05,148.68,51.88,178.3,385.74,329.51,66.75,249.36,153.06,138.15,36.68,127.7,225.67,393.57,234.53,54.75
2021-04-30,130.31,104.86,173.37,39.28,274.95,96.61,120.51,117.68,313.09,156.64,147.36,51.61,178.85,378.91,325.08,67.49,249.03,149.91,138.36,36.73,128.58,236.48,390.88,231.26,53.17
2021-05-03,131.38,107.85,169.32,39.31,279.18,98.92,119.76,117.15,319.47,159.02,146.93,52.09,181.94,376.27,322.58,68.83,248.72,148.19,139.93,37.85,130.1,228.3,397.84,230.32,54.64
2021-05-04,126.73,107.12,165.59,39.74,280.26,99.46,117.71,115.34,321.89,161.49,148.96,51.77,184.17,372.81,318.36,68.84,244.7,143.34,138.17,37.96,129.66,224.53,403.17,229.75,54.98
2021-05-05,126.98,108.89,163.53,40.11,282.76,102.13,117.84,115.74,321.19,160.81,150.92,51.63,188.68,366.1,315.02,70.39,243.39,144.41,138.11,37.98,128.62,223.65,404.31,226.96,56.64
2021-05-06,128.61,109.17,165.32,40.72,289.71,102.19,119.07,116.87,326.54,161.46,153.95,52.15,189.73,372.38,320.02,70.46,246.61,145.05,139.71,37.61,130.23,221.18,406.73,229.05,57.18
2021-05-07,129.29,108.86,164.58,40.88,290.93,103.12,119.93,117.6,328.16,162.19,154.48,52.12,191.23,372.3,319.08,71.03,249.31,147.94,139.71,37.98,130.24,224.12,409.35,229.84,57.99
2021-05-10,125.95,109.3,159.52,40.75,292.33,102.7,117.08,114.59,329.97,163.89,154.46,52.5,190.59,363.32,305.97,70.81,244.1,142.49,140.82,38.25,132.67,209.68,412.53,223.75,58.13
2021-05-11,125.02,108.05,161.2,40.29,285.63,100.01,115.44,113.5,319.85,162.55,151.89,51.94,190.58,364.58,306.53,70.17,243.16,142.89,139.79,37.76,132.02,205.73,403.52,223.26,56.28
2021-05-12,121.9,108.12,157.6,39.91,282.91,100.64,111.95,110.01,306.63,161.9,150.85,51.67,189.06,353.68,302.55,70.66,236.02,137.42,138.43,38.09,130.62,196.63,397.32,218.46,56.59
2021-05-13,124.09,109.66,158.07,40.55,286.9,99.99,113.1,111.45,314.78,163.59,154.73,52.12,191.61,357.05,305.26,71.28,240.0,136.49,140.49,38.48,132.72,190.56,400.44,221.86,55.89
2021-05-14,126.55,109.5,161.15,41.05,290.68,102.61,115.81,113.92,313.05,163.84,157.13,52.33,192.85,360.91,315.94,70.92,245.05,142.26,140.7,38.41,133.0,196.58,401.66,225.04,57.27
2021-05-17,125.38,109.93,163.52,41.42,289.22,103.86,116.07,114.45,309.55,164.01,157.77,52.24,192.19,360.3,315.46,72.35,242.12,141.48,140.29,38.49,132.73,192.28,400.51,224.54,58.61
2021-05-18,123.97,110.23,161.61,40.86,287.59,100.74,115.17,113.12,306.39,164.07,155.54,51.96,191.3,360.08,309.96,71.91,240.05,139.99,139.66,38.43,131.37,192.62,402.23,223.68,56.95
2021-05-19,123.81,108.96,161.59,40.68,286.22,97.92,115.44,113.57,304.17,163.71,154.36,51.79,193.15,358.0,313.59,71.89,240.64,140.49,139.58,38.22,131.64,187.82,401.37,222.71,55.59
2021-05-20,126.41,110.14,162.38,40.58,286.73,98.26,117.8,115.35,305.57,164.66,154.09,52.25,196.12,364.67,318.61,72.16,243.97,145.95,141.31,38.5,132.99,195.59,400.52,224.54,55.45
2021-05-21,124.54,109.21,160.15,41.09,287.74,98.79,117.25,114.71,305.44,164.56,155.84,52.22,196.46,364.57,316.23,71.73,242.67,149.74,141.19,38.34,132.99,193.63,403.45,224.87,55.53
2021-05-24,126.2,109.01,162.25,41.32,289.73,100.19,120.33,118.05,304.55,165.19,156.68,52.4,197.58,369.31,324.63,71.59,248.22,155.93,141.91,38.2,132.95,202.15,402.79,227.4,56.18
2021-05-25,126.0,107.74,162.95,40.72,287.2,98.55,120.45,118.14,306.39,164.73,155.06,52.39,195.81,364.19,327.79,70.21,249.15,156.29,142.34,37.74,133.41,201.56,404.85,227.1,54.91
2021-05-26,125.95,107.87,163.26,40.74,287.33,98.79,121.68,119.02,306.95,163.75,155.05,52.62,197.55,359.66,327.66,69.96,248.92,156.81,142.34,37.35,133.11,206.38,405.0,225.17,55.55
2021-05-27,124.4,105.64,161.51,41.24,289.3,97.74,120.13,118.13,308.35,163.5,157.46,53.06,195.79,359.01,332.75,68.77,246.77,154.69,140.62,37.09,130.08,210.28,404.5,224.96,55.19
2021-05-28,123.73,106.46,161.15,41.08,289.44,98.48,120.58,117.84,308.48,163.93,157.35,52.87,196.32,357.61,328.73,68.75,247.13,162.25,141.99,37.17,129.96,208.41,403.74,225.39,55.01
2021-06-01,123.4,105.53,160.93,41.6,289.84,101.19,121.49,119.06,305.97,160.32,159.09,52.86,195.03,356.82,329.13,68.1,244.88,162.45,141.7,36.95,128.06,207.97,398.64,224.73,56.98
2021-06-02,124.18,104.77,161.7,41.62,290.02,102.55,121.06,118.53,304.58,160.97,159.1,53.07,195.72,363.82,329.15,68.73,244.78,167.58,142.26,37.23,128.62,201.71,397.79,227.73,57.43
2021-06-03,122.67,105.53,159.35,42.09,291.97,102.08,120.23,117.38,302.83,160.82,159.2,53.2,199.23,358.84,326.04,70.17,243.2,169.49,142.77,37.4,130.92,190.95,399.86,226.2,57.66
2021-06-04,125.0,105.67,160.31,42.11,292.52,102.9,122.59,119.68,302.42,160.75,159.46,53.77,198.56,363.0,330.35,70.36,248.23,175.57,142.93,37.57,131.02,199.68,397.58,228.21,57.91
2021-06-07,125.01,106.28,159.9,41.97,289.46,102.23,123.3,120.11,301.4,159.66,158.71,53.58,218.71,361.08,336.58,69.11,251.22,175.98,142.85,37.42,131.47,201.71,392.3,229.38,57.54
2021-06-08,125.85,105.65,163.21,41.73,289.19,103.16,124.14,119.92,302.31,158.25,158.08,53.21,216.92,362.25,333.68,68.73,249.99,174.36,141.51,37.28,129.95,201.2,393.76,230.1,58.56
2021-06-09,126.23,107.22,164.06,41.19,288.58,102.26,124.57,120.4,298.85,160.38,156.11,53.05,222.13,360.33,330.25,70.29,251.0,173.41,141.25,38.2,129.9,199.59,393.13,230.36,59.05
2021-06-10,125.22,109.32,167.48,40.58,284.91,102.86,126.08,121.76,299.79,161.83,153.68,53.46,229.54,361.3,332.46,72.28,254.62,174.08,142.7,39.04,130.86,203.37,393.51,231.99,59.14
2021-06-11,126.45,108.55,167.34,40.74,286.82,102.38,125.7,121.51,302.18,159.77,153.57,53.7,220.26,362.49,331.26,72.41,255.26,178.08,142.79,38.53,129.97,203.3,389.99,232.99,58.59
2021-06-14,129.56,108.53,169.19,40.25,283.53,102.44,126.35,122.45,300.77,160.17,150.96,53.51,222.23,363.5,336.77,72.25,257.24,180.01,143.64,38.03,130.01,205.9,391.23,232.12,58.5
2021-06-15,128.72,108.94,169.16,40.28,283.94,104.65,126.03,121.42,297.98,159.32,148.67,53.38,219.7,365.08,336.75,72.48,255.72,177.71,143.65,37.99,129.76,199.79,392.33,231.03,60.63
2021-06-16,129.23,108.65,170.76,40.51,283.11,104.05,125.7,120.77,294.42,159.26,149.72,52.67,216.98,360.82,331.08,73.36,254.75,177.93,142.22,37.71,127.96,201.62,389.36,227.67,60.41
2021-06-17,130.86,108.06,174.46,38.74,278.69,101.59,126.37,121.74,294.75,160.02,145.4,52.94,218.41,364.26,336.51,73.95,258.24,186.39,143.59,37.89,129.13,205.53,389.46,230.2,58.42
2021-06-18,129.54,106.39,174.35,37.74,274.04,97.75,125.57,120.11,294.25,156.89,141.72,51.8,214.81,364.39,329.66,73.36,256.78,186.21,140.59,37.24,127.24,207.77,383.03,228.48,56.92
2021-06-21,131.37,107.9,172.7,38.69,277.1,100.62,126.46,121.81,299.1,158.69,144.12,52.37,218.86,370.01,332.29,73.49,259.95,184.09,141.7,37.83,128.24,206.94,391.59,232.35,58.99
2021-06-22,133.03,107.87,175.27,38.9,276.92,100.95,127.0,122.33,304.07,158.47,143.91,52.56,217.65,374.92,339.03,72.95,262.8,188.68,141.91,38.01,128.29,207.9,392.2,233.95,60.12
2021-06-23,132.76,107.22,175.19,39.13,274.66,100.83,126.46,122.13,303.06,157.52,144.78,52.14,213.39,372.05,340.59,72.37,262.56,190.39,140.04,37.47,128.11,218.86,389.12,232.71,60.56
2021-06-24,132.47,107.91,172.45,39.74,275.49,101.65,127.28,122.5,303.23,158.23,146.12,52.4,228.98,371.66,343.18,73.12,263.97,191.87,140.84,37.61,128.19,226.61,392.38,234.26,60.81
2021-06-25,132.17,106.26,170.07,40.51,278.38,101.81,127.0,122.51,304.97,159.05,147.59,52.33,226.28,376.48,341.37,73.92,262.32,190.12,141.55,37.41,130.02,223.96,398.36,235.33,60.94
2021-06-28,133.83,106.27,172.19,40.45,276.61,98.66,126.82,122.54,305.6,158.86,147.86,52.27,224.32,364.65,355.64,73.6,265.98,199.65,142.16,37.54,130.41,229.57,394.93,232.13,59.38
2021-06-29,135.37,105.62,172.41,39.8,276.21,98.45,126.02,122.27,309.45,158.87,147.68,51.89,225.45,364.96,351.89,73.93,268.63,200.07,142.06,37.52,129.52,226.92,391.62,233.97,59.02
